sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,no_sale_com,no_sale_prod,onix_annoucement_date,onix_availabilitycode,onix_browse_inside,onix_category,onix_contributors_key,onix_contributors_list,onix_contributor_author,onix_contributor_editor,onix_contributor_forwardby,onix_contributor_inhouseeditor,onix_contributor_translator,onix_ean13,onix_ebook_amazon,onix_ebook_apple,onix_ebook_google,onix_ebook_kobo,onix_ebook_nook,onix_format,onix_format_description,onix_height,onix_illustrations,onix_imprint,onix_news_reviews,onix_numberofpages,onix_onsaledate,onix_oos_message,onix_packquantity,onix_product_family,onix_publicationdate,onix_raw_availabilitycode,onix_sortdate,onix_sorttitle,onix_subtitle,onix_suppliername,onix_width,options_container,package_id,page_layout,price,required_options,roost_free_projects,shambhala_extras,shambhala_product_message,sham_topic,shipping_qty,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,subtitle,sub_title,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,volume_weight,weight,zen_about_artist,zen_artist_firstname,zen_artist_lastname,zen_artist_life,zen_dimensions,zen_display_description,zen_forsale,zen_purchase_ref,zen_scroll_notes,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,Courses,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781611801552_2.png,,6,0
9781611802504,,Default,downloadable,Formats/Audiobooks,Shambhala Catalog,base,,,,2014-08-23 00:15:31,,,,,"<p>Conflict is going to be a part of your life&#8212;as long as you have relationships, a job, or dry cleaning to be picked up. Bracing yourself against it won&#8217;t make it go away, but if you approach it consciously, you can navigate it in way that not only honors everyone involved but makes it a source of deep insight as well. Seasoned mediator Diane Hamilton provides the skill set you need to engage conflict with wisdom and compassion, and even&#8212;sometimes&#8212;to be grateful for it. She teaches us how to:  <ul> <li>Cultivate the mirror-like quality of attention as your base</li> <li>Identify three personal conflict styles and determine which ones you fall into</li> <li>Recognize the three fundamental perspectives in any conflict situation and learn to inhabit each of them</li> <li>Turn conflicts in families, at work, and in every kind of interpersonal situation into win-win situations</li> </ul></p><p> Her unique approach unites Zen wisdom and Integral Spirituality with her own story and her experiences as a professional mediator in a way that shows you how to look at conflict in a new way: as an essentially spiritual practice.</p><p> 6&#190; hours. Unabridged.</p>",,,0,/9/7/9781611802504.png,,,,,,,,,Use config,Use config,Everything Is Workable,,,,No,09/01/2014,Available,,SELF-HELP / Personal Growth / Success,Hamilton|,"<dt>By</dt><dd>Diane Musho Hamilton</dd>
",<li>Diane Musho Hamilton</li>,,,,,9781611802504,,,,,,MP3,,,,Shambhala Audio,"<p>&quot;There is perhaps no greater challenge in our personal relationships than conflict. In this wonderfully engaging, perceptive, and wise little book, Diane Musho Hamilton shows us how to negotiate this delicate terrain with skillful means. &quot;&mdash;William Ury, coauthor of <i>Getting to Yes</i> and author of <i>The Power of a Positive No</i></p><p>&quot;A wonderful, down-to-earth, and very useful book on conflict resolution. I had my first &#39;integral&#39; awakening when I realized that every conflict and seeming opposition was actually an opportunity to find a deeper unity of perspectives, and it is this same leading-edge integral vision that guides Diane&#39;s terrific book. &quot;&mdash;Ken Wilber, author of <i>The Integral Vision</i></p><p>&quot;A groundbreaking, creative account of how the qualities of nonattachment, equanimity, and flexibility of mind that are cultivated in meditation practice can help inform and enliven the vital work of mediating human conflicts and misunderstandings. &quot;&mdash;Jan Chozen Bays, author of <i>Mindful Eating</i> and <i>How to Train a Wild Elephant</i></p>",,09/01/2014,OUT OF STOCK: Available for back-order.,,3029,09/01/2014,20,20140901,Everything Is Workable,A Zen Approach to Conflict Resolution,,,Block after Info Column,,,19.95,0,,,"<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><a href=""http://www.shambhala.com/media/wysiwyg/audio_samples/Everything%20Is%20Workable_Sample.mp3"" target=""_blank""><img src=""http://www.shambhala.com/media/wysiwyg/audioicon.gif"" alt="""" /> Listen to an audio sample.</a></span></span></p>",,,,no_selection,,,,,1,,,5,/9/7/9781611802504-2.png,,2016-09-02 16:30:13,everything-is-workable,everything-is-workable-3408.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781611802504-2.png,,2,0
,,,,Authors/G-N/Diane Musho Hamilton,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781611802504.png,,3,0
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781611802863,,Default,downloadable,imported,Shambhala Catalog,base,,,,2014-09-09 13:16:00,,,,,"<p><strong>Continuing Education Credits</strong></p><p>Shambhala Publications is partnering with R. Cassidy Seminars to offer <strong>20 continuing education credits</strong> for completion of the online course &#8220;Mindful Eating.&#8221; The continuing education credits are being sold as an optional add-on to the course and are listed above as an eBook. This course is considered post-graduate continuing education for psychologists, social workers, counselors, and marriage and family therapists (CA); because the course includes live calls, it qualifies as a live course for CE purposes. An administrative fee of $60 is charged for processing CE credit registration.</p><p>This event is co-sponsored by R. Cassidy Seminars.</p><p><b>Satisfactory Completion</b><br>Participants must have paid the tuition fee, completed the entire course, passed the final test with 80% or higher, and completed an evaluation in order to receive a certificate. Failure to complete the final test and evaluation will result in forfeiture of credit for the entire course. No exceptions will be made. Partial credit is not available.</p><p><b>Psychologists</b><br>R. Cassidy Seminars is approved by the American Psychological Association (APA) to offer continuing education for psychologists. R. Cassidy Seminars maintains responsibility for this program.  </p><p><b>Social Workers</b><br>R. Cassidy Seminars, ACE provider #1082, is approved as a provider for social work continuing education by the Association of Social Work Boards (ASWB) (www.aswb.org) through the Approved Continuing Education (ACE) Program. Approval period: April 15, 2012&#8211;April 15, 2015. R. Cassidy Seminars maintains responsibility for the program. Social workers should contact their regulatory board to determine course approval.<br><b>CA:</b> Course meets the qualifications for continuing education credit for MFTs and/or LCSWs as required by the California Board of Behavioral Sciences, Provider #PCE418.<br><b>NY:</b> Application has been filed with the NY SED; approval pending.<br><b>OH:</b> Provider approved by the Ohio Counselor, Social Worker and Marriage and Family Therapist Board for #RCST110701.</p><p><b>Counselors</b><br><b>OH:</b> Provider approved by the Ohio Counselor, Social Worker and Marriage and Family Therapist Board for #RCST110701. </p><p><b>Marriage and Family Therapists</b><br><b>CA:</b> Course meets the qualifications for continuing education credit for MFTs and/or LCSWs as required by the California Board of Behavioral Sciences, Provider #PCE418.<br><b>IL: </b>Approved CE Sponsor through the Illinois Department of Professional Regulation. Approved Continuing Education Sponsor #168-000141.   <br><b>OH: </b>Provider approved by the Ohio Counselor, Social Worker and Marriage and Family Therapist Board for #RCST110701.<br><b>TX: </b>Approved CE Sponsor through the Texas State Board of Examiners of Marriage and Family Therapists. Provider #151.</p><p><b>Please note: </b>Licensing Boards change regulations often, and while we attempt to stay abreast of their most recent changes, if you have questions or concerns about this course meeting your specific board&#8217;s approval, we recommend you contact your board directly to obtain a ruling.</p>",,,1,no_selection,,,,,,,,,Use config,Use config,Mindful Eating Course 20 Continuing Education Units,,,,No,,Available,,,,,,,,,,9781611802863,,,,,,eBook,DA,,,Shambhala Publications,,,09/04/2014,OUT OF STOCK: Available for back-order.,,,,IP,20140904,Mindful Eating Course 20 Continuing Education Units,,"Random House, Inc.",,Block after Info Column,,,60,0,,,,,,,no_selection,,,,,1,,,2,no_selection,,2015-06-26 00:15:28,mindful-eating-12-continuing-education-units,mindful-eating-12-continuing-education-units.html,4,,,,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
9781611802191,,Default,downloadable,Authors/O-T/Lodro Rinzler,Shambhala Catalog,base,,,,2014-02-10 15:06:18,,,,,"<p>Believe what you&#8217;ve heard about meditation: it&#8217;ll focus your mind, open your heart, and sometimes surprise you with insight. And it&#8217;s not as difficult to learn as you might have thought. In this course, meditation teacher and Shambhala author Lodro Rinzler guides you through everything you need to establish a meditation practice. You will begin by focusing on <i>why</i> you&#8217;re practicing and then will learn the basics of how to meditate. You&#8217;ll learn simple tips for how to get a steady meditation practice going in your own home. You&#8217;ll examine how the tools of mindfulness and awareness can help you navigate the three main obstacles to meditation: laziness, speedy busyness, and disheartenment. You&#8217;ll learn how to work with emotions when they arise, both on and off the meditation cushion. And you&#8217;ll explore the concept of peaceful abiding that is the core of our being: our &#8220;buddha nature.&#8221; The course concludes with an exploration of what it means to expand the practice beyond the cushion into the world.</p><p><b>In this course, you will:</b><br><ul><li>Identify your personal intention for meditation practice.</li><li>Practice shamatha by following basic meditation instructions.</li><li>Establish a consistent meditation practice in your own home.</li><li>Apply the tools of mindfulness and awareness on and off the meditation cushion.</li><li>Employ strategies for dealing with the three main obstacles to getting a meditation practice going.</li><li>Handle difficult emotions when they arise on and off the meditation cushion.</li><li>Move toward experiencing the state of peaceful abiding.</li><li>Engage with the qualities of a dharmic person in daily life.</li></ul><b>The course includes:</b><br><ul><li>Six 20-minute video lessons from Lodro</li><li>Three live teleconference calls with Lodro on November 15, November 29, and December 6 at 12 p.m. Eastern Time</li><li>Guided reading assignments</li><li>The eBook version of <i>Sit Like a Buddha</i><br></li><li>Facilitated discussion forums where you can engage in the community of fellow learners</li><li>Exercises to help you integrate the practice into your everyday life</li></ul></p>",,,1,/s/l/slb-cover_2.png,,,,,,,,,Use config,Use config,Sit Like a Buddha,,,,Yes,,Replaced by new edition,,"BODY, MIND & SPIRIT / Mindfulness & Meditation",Rinzler|,"<dt>By</dt><dd>Lodro Rinzler</dd>
",<li>Lodro Rinzler</li>,,,,,9781611802191,,,,,,Online Course,,,,Shambhala Publications,,,11/04/2014,OUT OF STOCK: Please contact us for availability,,3197,,41,20141104,Sit Like a Buddha,A Course in Beginning a Meditation Practice,,,Block after Info Column,,,140,0,,,,,,,/s/l/slb-cover2.png,,,,,,,,0,no_selection,,2016-10-04 16:30:03,sit-like-a-buddha,sit-like-a-buddha-3463.html,1,,,,,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/s/l/slb-cover2.png,,3,0
,default,,,Courses,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/s/l/slb-cover2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/s/l/slb-cover_2.png,,4,0
9781611802924,,Default,downloadable,imported,Shambhala Catalog,base,,,,2014-10-08 08:38:31,,,,,"Shambhala Publications is partnering with R. Cassidy Seminars to offer 12 continuing education credits for completion of the online course &#8220;Sit Like a Buddha.&#8221; This course is considered post-graduate continuing education for nurses, psychologists, marriage and family therapists (in California only), occupational therapists, counselors, speech and language pathologists and assistants, case managers, and educators. An administrative fee of $45 is charged for processing CE credit registration.",,,0,no_selection,,,,,,,,,Use config,Use config,Sit Like a Buddha 12 Continuing Education Units,,,,No,,Available,,,,,,,,,,9781611802924,,,,,,eBook,DA,,,Shambhala Publications,,,10/07/2014,OUT OF STOCK: Available for back-order.,,,,IP,20141007,Sit Like a Buddha 12 Continuing Education Units,,"Random House, Inc.",,Block after Info Column,,,45,0,,,,,,,no_selection,,,,,1,,,2,no_selection,,2015-05-10 00:21:20,sit-like-a-buddha-12-continuing-education-units,sit-like-a-buddha-12-continuing-education-units.html,1,,,,,,,,,,,,2000,0,1,0,0,1,1,1,0,1,1,,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,base_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781611802573,,Default,downloadable,imported,Shambhala Catalog,base,,,,2015-01-28 11:58:16,,,,,"<p>There is unconquerable courage within you. The key to awakening it is to tap into the boundless reserve of strength at the very core of your being&#8212;your intrinsic human goodness. This audio retreat will teach you how to do it, and how the simple practice of meditation can transform your life and the world around you. Offering a perfect introduction to the Shambhala tradition&#8217;s most essential principles and practices, the retreat includes: <ul><li>Talks on how to be brave and loving in the midst of both personal and social suffering, including how to pull yourself out of downward cycles and relate to difficult feelings</li><li>A guided practice of Shambhala meditation to get in touch with your inherent worth and capacity for kindness</li><li>And much more<br></li></ul>3&#189; hours.</p>",,,1,/9/7/9781611802559.png,,,,,,,,,Use config,Use config,The Heart of Bravery,,,,No,,Available,,RELIGION / Buddhism / Tibetan,Rinpoche|Chodron|Chödrön|Lobel|Andrus|,"<dt>By</dt><dd>Sakyong Mipham Rinpoche</dd>
<dt>By</dt><dd>Pema Chodron</dd>
<dt>By</dt><dd>Pema Chödrön</dd>
<dt>Contributions by</dt><dd>Adam Lobel</dd>
<dt>Contributions by</dt><dd>Rt. Rev. Marc Handley Andrus</dd>
",<li>Sakyong Mipham Rinpoche</li><li>Pema Chodron</li><li>Pema Chödrön</li>,,,,,9781611802573,,,,,,MP3,,,,Shambhala Audio,,,01/28/2015,OUT OF STOCK: Available for back-order.,,3168,,20,20150128,Heart of Bravery,A Retreat with Sakyong Mipham and Pema Chodron,,,Block after Info Column,,,22.95,0,,,"<p><span style=""text-decoration: underline;""><span style=""font-size: small;""><a href=""http://www.shambhala.com/media/wysiwyg/audio_samples/Heart%20of%20Bravery_Audio%20Sample.mp3"" target=""_blank""><img src=""http://www.shambhala.com/media/wysiwyg/audioicon.gif"" alt="""" /> Listen to an audio sample.</a></span></span></p>",,,,no_selection,,,,,1,,,5,/9/7/9781611802559-2.png,,2016-09-02 16:30:13,the-heart-of-bravery,the-heart-of-bravery-3494.html,4,,,,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/9/7/9781611802559-2.png,,1,0
,,,,Formats/Audiobooks/MP3s,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/9/7/9781611802559.png,,2,0
9781611803211,,Default,downloadable,Books/Buddhism/Pema Chodron ,Shambhala Catalog,base,,,,2015-01-28 11:58:47,,,,,"<p>Every winter Pema Ch&#1723574;n leads a retreat for the thirty residents of Gampo Abbey, her home in Cape Breton, Nova Scotia. This unique online course is the first time the teaching from one of these retreats has been made available to the general public.   </p><p>Join Pema in this intimate setting as she explores, in her usual down-to-earth and practical way, the Buddhist teachings on the five elements (<i>skandhas</i>) and the eight kinds of consciousness that make up our experience of the self, as well as on the twelve <i>nidanas</i> (links in the chain of causation), which reveal how we get hooked by our negative habitual patterns. These teachings get to the heart of how our sense of self develops and functions. Pema shows how we can use them to transcend the negative patterns and attachments that are at the root of our suffering. Having seen through the self, we can then proceed to live with limitless joy, wisdom, and compassion toward ourselves and all beings. </p><br><p>In this course, you&#8217;ll learn:<br><ul><li>The practice of <i>shamatha</i> (calm abiding) and open presence meditation</li><li>How the sense of self or ego evolves and functions, according to Buddhist psychology</li><li>How to lean into and fully experience the raw emotion of life&#8217;s painful situations, rather than avoiding it</li><li>Practices to help reduce the attachment, emotional reactivity, and suffering that arise from negative habitual patterns</li></ul></p><p>The six-week course includes:<br><ul><li>Six two-hour video talks by Pema recorded at Gampo Abbey, broken into short segments that you can download and watch at your own pace</li><li>Two live calls with Pema for Q&amp;A on June 13 and July 20 (recordings will be made available if you are not able to participate)</li><li>Facilitated discussion forums where you can connect with other learners from around the globe</li><li>Instructional videos on shamatha meditation and open presence meditation, taught by two of Pema&#8217;s senior students</li><li>Guided readings and practices to help you integrate the teachings into your everyday life</li><li>Access to all course materials for six months</li><li>And more</li></ul></p>",,,1,/p/e/pema-15-course_1_1.png,,,,,,,,,Use config,Use config,Making Friends with Yourself,,,,Yes,,Available,,,Chodron|,"<dt>By</dt><dd>Pema Chodron</dd>
",<li>Pema Chodron</li>,,,,,9781611803211,,,,,,Online Course,,,,Shambhala Publications,,,06/09/2015,OUT OF STOCK: Available for back-order.,,3228,,20,20150609,Making Friends with Yourself,"A Course in Exploring Self, Selflessness, and the Roots of Attachment",,,Block after Info Column,,,259,0,,,"<p><iframe src=""//player.vimeo.com/video/117626111?title=0&byline=0&portrait=0"" width=""500"" height=""281"" frameborder=""0"" webkitallowfullscreen mozallowfullscreen allowfullscreen></iframe></p>",,,,no_selection,,2015-01-28 00:00:00,,,1,,,0,/p/e/pema-15-course1.png,,2016-09-02 16:30:12,making-friends-with-yourself,making-friends-with-yourself.html,3,,,,,,,,,,,,5000,0,1,0,0,1,1,1,0,1,1,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,82,/p/e/pema15_cover.png,,1,0
,,,,Authors/A-F/Pema Chodron,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/p/e/pema15_cover_1.png,,2,0
,,,,Courses,Shambhala Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/p/e/pema-15-course_1_1.png,,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,/p/e/pema-15-course1.png,,6,0
9781611802979,,Default,downloadable,,,base,,,,2015-03-03 00:15:33,,,,,"<p>Love is not so much a feeling as a way of being present. In this six-week online course, psychotherapist and best-selling Shambhala author David Richo presents the five keys to being present to the one you love&#8212;attention, acceptance, appreciation, affection, and allowing&#8212;and teaches you how to strengthen your  relationships by embracing these five qualities.</p><p>David Richo has been writing and teaching about relationships for the past twenty years. This unique course is suitable for anyone who&#8217;s involved in any form of relationship&#8212;whether it&#8217;s working well or not. Dave&#8217;s teaching is also a great opportunity for therapists to learn practical ways to bring mindfulness into the realm of relationships.</p><p>Join Dave and a worldwide community of learners in this online course exploring the transformative potential of mindful presence in your own relationships. The course includes an eBook, weekly practices and exercises to help you integrate the concepts into your daily life, video lectures, three one-hour Q&amp;A calls with Dave, and facilitated community discussions.</p><p>Upon completion of this course, you&#8217;ll be able to:<br><ul><li>Describe the effect that childhood forces can have on adult choices and patterns in relationships</li><li>Identify the five A&#8217;s and explain the role they each play in mindful, loving relationships</li><li>Identify characteristics of a suitable candidate for an adult relationship</li><li>Describe the three major phases of relationships</li><li>Distinguish healthy conflict from stressful drama</li><li>Apply practices for successfully navigating conflict and showing love in a relationship</li><li>Describe fears of abandonment and engulfment in the context of relationships and identify practices for dealing with them</li><li>Describe strategies for handling the end of a relationship</li></ul></p><p>The course includes:<br><ul><li>Six 15- to 20-minute downloadable video lessons, taught by David Richo</li><li>Three live conference calls with David Richo, which will take place on April 15 at 8 p.m., May 2 at 12 p.m., and May 13 at 8 p.m. Eastern Time (recordings will be made available after the calls)</li><li>Weekly exercises to help you integrate the teachings into your daily life and relationships</li><li>Facilitated discussions where you can share your insights and challenges with fellow online learners and receive the support of the community</li><li>The eBook of <i>How to Be an Adult in Relationships</i> by David Richo</li><li>Weekly guided reading assignments from <i>How to Be an Adult in Relationships </i>and other resources</li><li>Access to all course materials until October 6, 2015</li><li>The option to earn 20 Continuing Education credits (see details below)</li></ul></p><p>This course will begin on April 6, 2015. Course registration will close on April 30, 2015.</p><p><b>Continuing Education Credits </b></p><br><p>Shambhala Publications is partnering with R. Cassidy Seminars to offer <b>20 continuing education credits</b> for completion of the online course &#8220;How to Be an Adult in Relationships.&#8221; The continuing education credits are being sold as an optional add-on to the course and are listed above as an eBook. This course is considered post-graduate continuing education for psychologists, social workers, counselors, and marriage and family therapists (CA); because the course includes live calls, it qualifies as a live course for CE purposes. An administrative fee of $60 is charged for processing CE credit registration.</p><p>This event is co-sponsored by R. Cassidy Seminars.</p><p><b>Satisfactory Completion</b><br>Participants must have paid the tuition fee, completed the entire course, passed the final test with 80% or higher, and completed an evaluation in order to receive a certificate. Failure to complete the final test and evaluation will result in forfeiture of credit for the entire course. No exceptions will be made. Partial credit is not available.</p><p><b>Psychologists</b><br>R. Cassidy Seminars is approved by the American Psychological Association (APA) to offer continuing education for psychologists. R. Cassidy Seminars maintains responsibility for this program.  </p><p><b>Social Workers</b><br>R. Cassidy Seminars, ACE provider #1082, is approved as a provider for social work continuing education by the Association of Social Work Boards (ASWB) (www.aswb.org) through the Approved Continuing Education (ACE) Program. Approval period: April 15, 2012&#8211;April 15, 2015. R. Cassidy Seminars maintains responsibility for the program. Social workers should contact their regulatory board to determine course approval.<br><b>CA:</b> Course meets the qualifications for continuing education credit for MFTs and/or LCSWs as required by the California Board of Behavioral Sciences, Provider #PCE418.<br><b>OH:</b> Provider approved by the Ohio Counselor, Social Worker and Marriage and Family Therapist Board for #RCST110701.</p><p><b>Counselors</b><br>R. Cassidy Seminars is recognized by the National Board for Certified Counselors to offer continuing education for certified counselors. RCS adheres to NBCC continuing education guidelines. Provider #6375.   <br><b>OH: </b>Provider approved by the Ohio Counselor, Social Worker and Marriage and Family Therapist Board for #RCST110701. </p><p><b>Marriage and Family Therapists</b><br>R. Cassidy Seminars is recognized by the National Board for Certified Counselors to offer continuing education for certified counselors. RCS adheres to NBCC continuing education guidelines. Provider #6375.   <br><b>CA: </b>Course meets the qualifications for continuing education credit for MFTs and/or LCSWs as required by the California Board of Behavioral Sciences, Provider #PCE418.<br><b>IL: </b>Approved CE Sponsor through the Illinois Department of Professional Regulation. Approved Continuing Education Sponsor #168-000141.   <br><b>OH:</b> Provider approved by the Ohio Counselor, Social Worker and Marriage and Family Therapist Board for #RCST110701.<br><b>TX: </b>Approved CE Sponsor through the Texas State Board of Examiners of Marriage and Family Therapists. Provider #151.</p><p><b>Please note:</b> Licensing Boards change regulations often, and while we attempt to stay abreast of their most recent changes, if you have questions or concerns about this course meeting your specific board&#8217;s approval, we recommend you contact your board directly to obtain a ruling.</p>",,,1,no_selection,,,,,,,,,Use config,Use config,How to Be an Adult in Relationships,,,,Yes,,Available,,SELF-HELP / Personal Growth / General,Richo|,"<dt>By</dt><dd>David Richo</dd>
",<li>David Richo</li>,,,,,9781611802979,,,,,,Online Course,,,,Shambhala Publications,,,04/06/2015,OUT OF STOCK: Available for back-order.,,3230,,20,20150406,How to Be an Adult in Relationships,An Online Course on the Five Keys to Mindful Loving,,,Block after Info Column,,,189,0,,,,,,,no_selection,,2015-02-04 00:00:00,,,1,,,0,no_selection,,2016-09-02 16:30:13,how-to-be-an-adult-in-relationships,how-to-be-an-adult-in-relationships-3496.html,1,,,,,,,,,,,,3000,0,1,0,0,1,1,1,0,1,1,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
9781611803228,,Default,downloadable,,,base,,,,2015-02-04 00:15:42,,,,,Coming Soon,,,1,no_selection,,,,,,,,,Use config,Use config,How to Be an Adult in Relationships 20 Continuing Education Units,,,,No,,Available,,,,,,,,,,9781611803228,,,,,,eBook,DA,,,Shambhala Publications,,,04/06/2015,OUT OF STOCK: Available for back-order.,,,,IP,20150406,How to Be an Adult in Relationships 20 Continuing Education Units,,"Random House, Inc.",,Block after Info Column,,,60,0,,,,,,,no_selection,,,,,2,,,2,no_selection,,2016-07-22 15:52:18,how-to-be-an-adult-in-relationships-20-continuing-education-units,how-to-be-an-adult-in-relationships-20-continuing-education-units.html,4,,,,,,,,,,,,3000,0,1,0,0,1,1,1,0,1,1,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
